[ T-Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin =  -15.00000      # minimum value of x-mesh points
     xmax =   15.00000      # maximum value of x-mesh points
#    xdel =  0.2500000      # mesh width of x-mesh points
       nx =    120          # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -1.50000E+01 -1.47500E+01 -1.45000E+01 -1.42500E+01 -1.40000E+01
#          -1.37500E+01 -1.35000E+01 -1.32500E+01 -1.30000E+01 -1.27500E+01
#          -1.25000E+01 -1.22500E+01 -1.20000E+01 -1.17500E+01 -1.15000E+01
#          -1.12500E+01 -1.10000E+01 -1.07500E+01 -1.05000E+01 -1.02500E+01
#          -1.00000E+01 -9.75000E+00 -9.50000E+00 -9.25000E+00 -9.00000E+00
#          -8.75000E+00 -8.50000E+00 -8.25000E+00 -8.00000E+00 -7.75000E+00
#          -7.50000E+00 -7.25000E+00 -7.00000E+00 -6.75000E+00 -6.50000E+00
#          -6.25000E+00 -6.00000E+00 -5.75000E+00 -5.50000E+00 -5.25000E+00
#          -5.00000E+00 -4.75000E+00 -4.50000E+00 -4.25000E+00 -4.00000E+00
#          -3.75000E+00 -3.50000E+00 -3.25000E+00 -3.00000E+00 -2.75000E+00
#          -2.50000E+00 -2.25000E+00 -2.00000E+00 -1.75000E+00 -1.50000E+00
#          -1.25000E+00 -1.00000E+00 -7.50000E-01 -5.00000E-01 -2.50000E-01
#           0.00000E+00  2.50000E-01  5.00000E-01  7.50000E-01  1.00000E+00
#           1.25000E+00  1.50000E+00  1.75000E+00  2.00000E+00  2.25000E+00
#           2.50000E+00  2.75000E+00  3.00000E+00  3.25000E+00  3.50000E+00
#           3.75000E+00  4.00000E+00  4.25000E+00  4.50000E+00  4.75000E+00
#           5.00000E+00  5.25000E+00  5.50000E+00  5.75000E+00  6.00000E+00
#           6.25000E+00  6.50000E+00  6.75000E+00  7.00000E+00  7.25000E+00
#           7.50000E+00  7.75000E+00  8.00000E+00  8.25000E+00  8.50000E+00
#           8.75000E+00  9.00000E+00  9.25000E+00  9.50000E+00  9.75000E+00
#           1.00000E+01  1.02500E+01  1.05000E+01  1.07500E+01  1.10000E+01
#           1.12500E+01  1.15000E+01  1.17500E+01  1.20000E+01  1.22500E+01
#           1.25000E+01  1.27500E+01  1.30000E+01  1.32500E+01  1.35000E+01
#           1.37500E+01  1.40000E+01  1.42500E+01  1.45000E+01  1.47500E+01
#           1.50000E+01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   4.850000      # minimum value of y-mesh points
     ymax =   5.150000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =      1          # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           4.85000E+00  5.15000E+00
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin = -0.2500000      # minimum value of z-mesh points
     zmax =  0.2500000      # maximum value of z-mesh points
#    zdel =  0.5000000      # mesh width of z-mesh points
       nz =      1          # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -2.50000E-01  2.50000E-01
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     x           # axis of output
     file = deposit-y-water-50x.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
    angel = ylin
   epsout =    1            # (D=0) generate eps file by ANGEL
   mother =  all            # (D=all) number of specific mother
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :         128 (  0)           0 (  0)         128 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   iy  =  1   iz  =  1
#   y = (   4.8500E+00  -   5.1500E+00  )
#   z = (  -2.5000E-01  -   2.5000E-01  )

x: x [cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
p: ylin
h: n            x            y(all     ),hh0l n 
   7.7500E+00   8.0000E+00   8.3575E-16  0.0824
   8.0000E+00   8.2500E+00   8.7691E-16  0.0962
   8.2500E+00   8.5000E+00   6.8589E-16  0.1063
   8.5000E+00   8.7500E+00   5.9968E-16  0.0956
   8.7500E+00   9.0000E+00   5.3409E-16  0.0936
   9.0000E+00   9.2500E+00   5.7113E-16  0.1129
   9.2500E+00   9.5000E+00   5.2178E-16  0.1011
   9.5000E+00   9.7500E+00   4.5426E-16  0.0988
   9.7500E+00   1.0000E+01   3.9038E-16  0.1069
   1.0000E+01   1.0250E+01   4.7993E-16  0.1412
   1.0250E+01   1.0500E+01   3.5385E-16  0.1172
   1.0500E+01   1.0750E+01   4.1037E-16  0.1369
   1.0750E+01   1.1000E+01   3.9711E-16  0.1243
   1.1000E+01   1.1250E+01   4.1018E-16  0.1422
   1.1250E+01   1.1500E+01   2.9561E-16  0.1385
   1.1500E+01   1.1750E+01   4.0327E-16  0.1485
   1.1750E+01   1.2000E+01   3.7871E-16  0.1337
   1.2000E+01   1.2250E+01   3.4574E-16  0.1521
   1.2250E+01   1.2500E+01   3.0409E-16  0.1700
   1.2500E+01   1.2750E+01   2.7699E-16  0.1615
   1.2750E+01   1.3000E+01   2.6150E-16  0.1362
   1.3000E+01   1.3250E+01   2.4753E-16  0.1758
   1.3250E+01   1.3500E+01   2.3900E-16  0.1566
   1.3500E+01   1.3750E+01   3.3034E-16  0.1613
   1.3750E+01   1.4000E+01   2.5279E-16  0.1791
   1.4000E+01   1.4250E+01   2.8465E-16  0.1934
   1.4250E+01   1.4500E+01   2.2903E-16  0.2193
   1.4500E+01   1.4750E+01   2.7085E-16  0.2226
   1.4750E+01   1.5000E+01   1.8855E-16  0.1812

#   sum over    4.5000E+00   1.3299E-14  0.0036

'no. =  1,  iy =  1,  iz =  1'
msuc: {\huge [t-deposit: icntl=0]}
msdr: {\it plotted by \ANGEL \version}
msdl: {\it calculated by \PHITS  3.35}
wt: s(0.7)
\vspace{-3}
  ymin  &=&   4.8500E+00 [cm]
  ymax  &=&   5.1500E+00 [cm]
  zmin  &=&  -2.5000E-01 [cm]
  zmax  &=&   2.5000E-01 [cm]
e:
 
# Information for Restart Calculation
# This calculation was newly started
# istdev =  2 # 1:Batch variance, 2:History variance
# resc2  = 1.25000000000000000E+08 # Total source weight or Total source weight / maxcas
# resc3  = 1.25000000000000000E+08 # Total history number or Total batch number
# maxcas =     5000000 # History / Batch, only used for istdev=1
# bitrseed = 0001100001010001101100001001111001010011101001011110010011000001 # bit data of rseed
