[ T-Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.2500000      # minimum value of x-mesh points
     xmax =  0.2500000      # maximum value of x-mesh points
#    xdel =  0.5000000      # mesh width of x-mesh points
       nx =      1          # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -2.50000E-01  2.50000E-01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   4.850000      # minimum value of y-mesh points
     ymax =   5.150000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =      1          # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           4.85000E+00  5.15000E+00
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin =  -15.00000      # minimum value of z-mesh points
     zmax =   15.00000      # maximum value of z-mesh points
#    zdel =  0.2500000      # mesh width of z-mesh points
       nz =    120          # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -1.50000E+01 -1.47500E+01 -1.45000E+01 -1.42500E+01 -1.40000E+01
#          -1.37500E+01 -1.35000E+01 -1.32500E+01 -1.30000E+01 -1.27500E+01
#          -1.25000E+01 -1.22500E+01 -1.20000E+01 -1.17500E+01 -1.15000E+01
#          -1.12500E+01 -1.10000E+01 -1.07500E+01 -1.05000E+01 -1.02500E+01
#          -1.00000E+01 -9.75000E+00 -9.50000E+00 -9.25000E+00 -9.00000E+00
#          -8.75000E+00 -8.50000E+00 -8.25000E+00 -8.00000E+00 -7.75000E+00
#          -7.50000E+00 -7.25000E+00 -7.00000E+00 -6.75000E+00 -6.50000E+00
#          -6.25000E+00 -6.00000E+00 -5.75000E+00 -5.50000E+00 -5.25000E+00
#          -5.00000E+00 -4.75000E+00 -4.50000E+00 -4.25000E+00 -4.00000E+00
#          -3.75000E+00 -3.50000E+00 -3.25000E+00 -3.00000E+00 -2.75000E+00
#          -2.50000E+00 -2.25000E+00 -2.00000E+00 -1.75000E+00 -1.50000E+00
#          -1.25000E+00 -1.00000E+00 -7.50000E-01 -5.00000E-01 -2.50000E-01
#           0.00000E+00  2.50000E-01  5.00000E-01  7.50000E-01  1.00000E+00
#           1.25000E+00  1.50000E+00  1.75000E+00  2.00000E+00  2.25000E+00
#           2.50000E+00  2.75000E+00  3.00000E+00  3.25000E+00  3.50000E+00
#           3.75000E+00  4.00000E+00  4.25000E+00  4.50000E+00  4.75000E+00
#           5.00000E+00  5.25000E+00  5.50000E+00  5.75000E+00  6.00000E+00
#           6.25000E+00  6.50000E+00  6.75000E+00  7.00000E+00  7.25000E+00
#           7.50000E+00  7.75000E+00  8.00000E+00  8.25000E+00  8.50000E+00
#           8.75000E+00  9.00000E+00  9.25000E+00  9.50000E+00  9.75000E+00
#           1.00000E+01  1.02500E+01  1.05000E+01  1.07500E+01  1.10000E+01
#           1.12500E+01  1.15000E+01  1.17500E+01  1.20000E+01  1.22500E+01
#           1.25000E+01  1.27500E+01  1.30000E+01  1.32500E+01  1.35000E+01
#           1.37500E+01  1.40000E+01  1.42500E+01  1.45000E+01  1.47500E+01
#           1.50000E+01
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     z           # axis of output
     file = deposit-y-water-50z.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
    angel = ylin
   epsout =    1            # (D=0) generate eps file by ANGEL
   mother =  all            # (D=all) number of specific mother
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :         128 (  0)           0 (  0)         128 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   ix  =  1   iy  =  1
#   x = (  -2.5000E-01  -   2.5000E-01  )
#   y = (   4.8500E+00  -   5.1500E+00  )

x: z[cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
p: ylin
h: n            x            y(all     ),hh0l n 
   1.2500E+00   1.5000E+00   4.2704E-14  0.0198
   1.5000E+00   1.7500E+00   4.4367E-14  0.0195
   1.7500E+00   2.0000E+00   4.2327E-14  0.0197
   2.0000E+00   2.2500E+00   4.2924E-14  0.0195
   2.2500E+00   2.5000E+00   4.2749E-14  0.0197
   2.5000E+00   2.7500E+00   4.1739E-14  0.0199
   2.7500E+00   3.0000E+00   4.2293E-14  0.0197
   3.0000E+00   3.2500E+00   4.2717E-14  0.0198
   3.2500E+00   3.5000E+00   4.1632E-14  0.0200
   3.5000E+00   3.7500E+00   4.1319E-14  0.0200
   3.7500E+00   4.0000E+00   4.1586E-14  0.0202
   4.0000E+00   4.2500E+00   4.0434E-14  0.0203
   4.2500E+00   4.5000E+00   3.5566E-14  0.0214
   4.5000E+00   4.7500E+00   1.6773E-14  0.0317
   4.7500E+00   5.0000E+00   6.5742E-15  0.0474
   5.0000E+00   5.2500E+00   3.7099E-15  0.0570
   5.2500E+00   5.5000E+00   2.5775E-15  0.0660
   5.5000E+00   5.7500E+00   1.8712E-15  0.0686
   5.7500E+00   6.0000E+00   1.8442E-15  0.0717
   6.0000E+00   6.2500E+00   1.3961E-15  0.0814
   6.2500E+00   6.5000E+00   1.5707E-15  0.0790
   6.5000E+00   6.7500E+00   1.2400E-15  0.0852
   6.7500E+00   7.0000E+00   1.0196E-15  0.0830
   7.0000E+00   7.2500E+00   1.1138E-15  0.0802
   7.2500E+00   7.5000E+00   8.4354E-16  0.0983
   7.5000E+00   7.7500E+00   8.3295E-16  0.0927
   7.7500E+00   8.0000E+00   7.2161E-16  0.0894
   8.0000E+00   8.2500E+00   8.1039E-16  0.0896
   8.2500E+00   8.5000E+00   6.1616E-16  0.1054
   8.5000E+00   8.7500E+00   6.3929E-16  0.0997
   8.7500E+00   9.0000E+00   6.6591E-16  0.1256
   9.0000E+00   9.2500E+00   5.5162E-16  0.1044
   9.2500E+00   9.5000E+00   5.1876E-16  0.1149
   9.5000E+00   9.7500E+00   5.7907E-16  0.1061
   9.7500E+00   1.0000E+01   5.0205E-16  0.1212
   1.0000E+01   1.0250E+01   4.7329E-16  0.1264
   1.0250E+01   1.0500E+01   4.7813E-16  0.1219
   1.0500E+01   1.0750E+01   4.4054E-16  0.1223
   1.0750E+01   1.1000E+01   3.7886E-16  0.1181
   1.1000E+01   1.1250E+01   4.4585E-16  0.1295
   1.1250E+01   1.1500E+01   3.6623E-16  0.1655
   1.1500E+01   1.1750E+01   3.1811E-16  0.1358
   1.1750E+01   1.2000E+01   2.5925E-16  0.1441
   1.2000E+01   1.2250E+01   3.5986E-16  0.1573
   1.2250E+01   1.2500E+01   2.6625E-16  0.1610
   1.2500E+01   1.2750E+01   2.9607E-16  0.1428
   1.2750E+01   1.3000E+01   2.8047E-16  0.1571
   1.3000E+01   1.3250E+01   2.2423E-16  0.1510
   1.3250E+01   1.3500E+01   2.0758E-16  0.1823
   1.3500E+01   1.3750E+01   2.8939E-16  0.1588
   1.3750E+01   1.4000E+01   2.6672E-16  0.2154
   1.4000E+01   1.4250E+01   2.6546E-16  0.1866
   1.4250E+01   1.4500E+01   2.7182E-16  0.2116
   1.4500E+01   1.4750E+01   2.0613E-16  0.1952
   1.4750E+01   1.5000E+01   2.2668E-16  0.1707

#   sum over    4.5000E+00   1.3368E-14  0.0036

'no. =  1,  ix =  1,  iy =  1'
msuc: {\huge [t-deposit: icntl=0]}
msdr: {\it plotted by \ANGEL \version}
msdl: {\it calculated by \PHITS  3.35}
wt: s(0.7)
\vspace{-3}
  xmin  &=&  -2.5000E-01 [cm]
  xmax  &=&   2.5000E-01 [cm]
  ymin  &=&   4.8500E+00 [cm]
  ymax  &=&   5.1500E+00 [cm]
e:
 
# Information for Restart Calculation
# This calculation was newly started
# istdev =  2 # 1:Batch variance, 2:History variance
# resc2  = 1.25000000000000000E+08 # Total source weight or Total source weight / maxcas
# resc3  = 1.25000000000000000E+08 # Total history number or Total batch number
# maxcas =     5000000 # History / Batch, only used for istdev=1
# bitrseed = 0001100001010001101100001001111001010011101001011110010011000001 # bit data of rseed
