[ T-Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin =  -15.00000      # minimum value of x-mesh points
     xmax =   15.00000      # maximum value of x-mesh points
#    xdel =  0.2500000      # mesh width of x-mesh points
       nx =    120          # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -1.50000E+01 -1.47500E+01 -1.45000E+01 -1.42500E+01 -1.40000E+01
#          -1.37500E+01 -1.35000E+01 -1.32500E+01 -1.30000E+01 -1.27500E+01
#          -1.25000E+01 -1.22500E+01 -1.20000E+01 -1.17500E+01 -1.15000E+01
#          -1.12500E+01 -1.10000E+01 -1.07500E+01 -1.05000E+01 -1.02500E+01
#          -1.00000E+01 -9.75000E+00 -9.50000E+00 -9.25000E+00 -9.00000E+00
#          -8.75000E+00 -8.50000E+00 -8.25000E+00 -8.00000E+00 -7.75000E+00
#          -7.50000E+00 -7.25000E+00 -7.00000E+00 -6.75000E+00 -6.50000E+00
#          -6.25000E+00 -6.00000E+00 -5.75000E+00 -5.50000E+00 -5.25000E+00
#          -5.00000E+00 -4.75000E+00 -4.50000E+00 -4.25000E+00 -4.00000E+00
#          -3.75000E+00 -3.50000E+00 -3.25000E+00 -3.00000E+00 -2.75000E+00
#          -2.50000E+00 -2.25000E+00 -2.00000E+00 -1.75000E+00 -1.50000E+00
#          -1.25000E+00 -1.00000E+00 -7.50000E-01 -5.00000E-01 -2.50000E-01
#           0.00000E+00  2.50000E-01  5.00000E-01  7.50000E-01  1.00000E+00
#           1.25000E+00  1.50000E+00  1.75000E+00  2.00000E+00  2.25000E+00
#           2.50000E+00  2.75000E+00  3.00000E+00  3.25000E+00  3.50000E+00
#           3.75000E+00  4.00000E+00  4.25000E+00  4.50000E+00  4.75000E+00
#           5.00000E+00  5.25000E+00  5.50000E+00  5.75000E+00  6.00000E+00
#           6.25000E+00  6.50000E+00  6.75000E+00  7.00000E+00  7.25000E+00
#           7.50000E+00  7.75000E+00  8.00000E+00  8.25000E+00  8.50000E+00
#           8.75000E+00  9.00000E+00  9.25000E+00  9.50000E+00  9.75000E+00
#           1.00000E+01  1.02500E+01  1.05000E+01  1.07500E+01  1.10000E+01
#           1.12500E+01  1.15000E+01  1.17500E+01  1.20000E+01  1.22500E+01
#           1.25000E+01  1.27500E+01  1.30000E+01  1.32500E+01  1.35000E+01
#           1.37500E+01  1.40000E+01  1.42500E+01  1.45000E+01  1.47500E+01
#           1.50000E+01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   19.85000      # minimum value of y-mesh points
     ymax =   20.15000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =      1          # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           1.98500E+01  2.01500E+01
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin = -0.2500000      # minimum value of z-mesh points
     zmax =  0.2500000      # maximum value of z-mesh points
#    zdel =  0.5000000      # mesh width of z-mesh points
       nz =      1          # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -2.50000E-01  2.50000E-01
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     x           # axis of output
     file = deposit-y-water-200x.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
    angel = ylin
   epsout =    1            # (D=0) generate eps file by ANGEL
   mother =  all            # (D=all) number of specific mother
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :         128 (  0)           0 (  0)         128 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   iy  =  1   iz  =  1
#   y = (   1.9850E+01  -   2.0150E+01  )
#   z = (  -2.5000E-01  -   2.5000E-01  )

x: x [cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
p: ylin
h: n            x            y(all     ),hh0l n 
   1.2500E+00   1.5000E+00   1.7473E-14  0.0313
   1.5000E+00   1.7500E+00   1.7741E-14  0.0313
   1.7500E+00   2.0000E+00   1.8608E-14  0.0303
   2.0000E+00   2.2500E+00   1.8450E-14  0.0307
   2.2500E+00   2.5000E+00   1.7680E-14  0.0305
   2.5000E+00   2.7500E+00   1.6819E-14  0.0315
   2.7500E+00   3.0000E+00   1.6087E-14  0.0320
   3.0000E+00   3.2500E+00   1.6562E-14  0.0318
   3.2500E+00   3.5000E+00   1.7928E-14  0.0311
   3.5000E+00   3.7500E+00   1.7006E-14  0.0317
   3.7500E+00   4.0000E+00   1.7021E-14  0.0314
   4.0000E+00   4.2500E+00   1.7576E-14  0.0317
   4.2500E+00   4.5000E+00   1.6842E-14  0.0317
   4.5000E+00   4.7500E+00   1.6864E-14  0.0320
   4.7500E+00   5.0000E+00   1.6238E-14  0.0327
   5.0000E+00   5.2500E+00   1.4341E-14  0.0348
   5.2500E+00   5.5000E+00   7.3400E-15  0.0470
   5.5000E+00   5.7500E+00   3.9601E-15  0.0605
   5.7500E+00   6.0000E+00   2.9537E-15  0.0727
   6.0000E+00   6.2500E+00   2.2351E-15  0.0774
   6.2500E+00   6.5000E+00   1.8429E-15  0.0824
   6.5000E+00   6.7500E+00   1.6893E-15  0.0783
   6.7500E+00   7.0000E+00   1.5868E-15  0.0856
   7.0000E+00   7.2500E+00   1.3805E-15  0.0876
   7.2500E+00   7.5000E+00   1.2710E-15  0.0946
   7.5000E+00   7.7500E+00   1.1987E-15  0.1001
   7.7500E+00   8.0000E+00   1.1845E-15  0.0950
   8.0000E+00   8.2500E+00   1.1383E-15  0.0980
   8.2500E+00   8.5000E+00   1.1439E-15  0.0991
   8.5000E+00   8.7500E+00   1.1065E-15  0.1071
   8.7500E+00   9.0000E+00   1.0981E-15  0.0974
   9.0000E+00   9.2500E+00   9.1593E-16  0.1060
   9.2500E+00   9.5000E+00   9.8250E-16  0.1092
   9.5000E+00   9.7500E+00   8.0663E-16  0.1243
   9.7500E+00   1.0000E+01   8.2892E-16  0.1161
   1.0000E+01   1.0250E+01   6.9650E-16  0.1061
   1.0250E+01   1.0500E+01   5.7625E-16  0.1197
   1.0500E+01   1.0750E+01   6.1323E-16  0.1201
   1.0750E+01   1.1000E+01   5.2365E-16  0.1332
   1.1000E+01   1.1250E+01   6.5037E-16  0.1187
   1.1250E+01   1.1500E+01   7.1103E-16  0.1133
   1.1500E+01   1.1750E+01   5.5983E-16  0.1440
   1.1750E+01   1.2000E+01   4.4524E-16  0.1214
   1.2000E+01   1.2250E+01   5.3177E-16  0.1350
   1.2250E+01   1.2500E+01   4.4618E-16  0.1410
   1.2500E+01   1.2750E+01   3.3916E-16  0.1502
   1.2750E+01   1.3000E+01   4.3979E-16  0.1391
   1.3000E+01   1.3250E+01   4.4224E-16  0.1400
   1.3250E+01   1.3500E+01   4.3751E-16  0.1316
   1.3500E+01   1.3750E+01   3.5348E-16  0.1425
   1.3750E+01   1.4000E+01   3.3647E-16  0.1401
   1.4000E+01   1.4250E+01   3.3607E-16  0.1757
   1.4250E+01   1.4500E+01   2.9465E-16  0.1790
   1.4500E+01   1.4750E+01   2.7033E-16  0.1633
   1.4750E+01   1.5000E+01   3.5644E-16  0.1708

#   sum over    4.5000E+00   6.7373E-15  0.0052

'no. =  1,  iy =  1,  iz =  1'
msuc: {\huge [t-deposit: icntl=0]}
msdr: {\it plotted by \ANGEL \version}
msdl: {\it calculated by \PHITS  3.35}
wt: s(0.7)
\vspace{-3}
  ymin  &=&   1.9850E+01 [cm]
  ymax  &=&   2.0150E+01 [cm]
  zmin  &=&  -2.5000E-01 [cm]
  zmax  &=&   2.5000E-01 [cm]
e:
 
# Information for Restart Calculation
# This calculation was newly started
# istdev =  2 # 1:Batch variance, 2:History variance
# resc2  = 1.25000000000000000E+08 # Total source weight or Total source weight / maxcas
# resc3  = 1.25000000000000000E+08 # Total history number or Total batch number
# maxcas =     5000000 # History / Batch, only used for istdev=1
# bitrseed = 0001100001010001101100001001111001010011101001011110010011000001 # bit data of rseed
