[ T-Deposit ]
    title = [t-deposit: icntl=0]
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.2500000      # minimum value of x-mesh points
     xmax =  0.2500000      # maximum value of x-mesh points
#    xdel =  0.5000000      # mesh width of x-mesh points
       nx =      1          # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -2.50000E-01  2.50000E-01
   y-type =    2            # y-mesh is linear given by ymin, ymax and ny
     ymin =   9.850000      # minimum value of y-mesh points
     ymax =   10.15000      # maximum value of y-mesh points
#    ydel =  0.3000000      # mesh width of y-mesh points
       ny =      1          # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
#           9.85000E+00  1.01500E+01
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin =  -15.00000      # minimum value of z-mesh points
     zmax =   15.00000      # maximum value of z-mesh points
#    zdel =  0.2500000      # mesh width of z-mesh points
       nz =    120          # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -1.50000E+01 -1.47500E+01 -1.45000E+01 -1.42500E+01 -1.40000E+01
#          -1.37500E+01 -1.35000E+01 -1.32500E+01 -1.30000E+01 -1.27500E+01
#          -1.25000E+01 -1.22500E+01 -1.20000E+01 -1.17500E+01 -1.15000E+01
#          -1.12500E+01 -1.10000E+01 -1.07500E+01 -1.05000E+01 -1.02500E+01
#          -1.00000E+01 -9.75000E+00 -9.50000E+00 -9.25000E+00 -9.00000E+00
#          -8.75000E+00 -8.50000E+00 -8.25000E+00 -8.00000E+00 -7.75000E+00
#          -7.50000E+00 -7.25000E+00 -7.00000E+00 -6.75000E+00 -6.50000E+00
#          -6.25000E+00 -6.00000E+00 -5.75000E+00 -5.50000E+00 -5.25000E+00
#          -5.00000E+00 -4.75000E+00 -4.50000E+00 -4.25000E+00 -4.00000E+00
#          -3.75000E+00 -3.50000E+00 -3.25000E+00 -3.00000E+00 -2.75000E+00
#          -2.50000E+00 -2.25000E+00 -2.00000E+00 -1.75000E+00 -1.50000E+00
#          -1.25000E+00 -1.00000E+00 -7.50000E-01 -5.00000E-01 -2.50000E-01
#           0.00000E+00  2.50000E-01  5.00000E-01  7.50000E-01  1.00000E+00
#           1.25000E+00  1.50000E+00  1.75000E+00  2.00000E+00  2.25000E+00
#           2.50000E+00  2.75000E+00  3.00000E+00  3.25000E+00  3.50000E+00
#           3.75000E+00  4.00000E+00  4.25000E+00  4.50000E+00  4.75000E+00
#           5.00000E+00  5.25000E+00  5.50000E+00  5.75000E+00  6.00000E+00
#           6.25000E+00  6.50000E+00  6.75000E+00  7.00000E+00  7.25000E+00
#           7.50000E+00  7.75000E+00  8.00000E+00  8.25000E+00  8.50000E+00
#           8.75000E+00  9.00000E+00  9.25000E+00  9.50000E+00  9.75000E+00
#           1.00000E+01  1.02500E+01  1.05000E+01  1.07500E+01  1.10000E+01
#           1.12500E+01  1.15000E+01  1.17500E+01  1.20000E+01  1.22500E+01
#           1.25000E+01  1.27500E+01  1.30000E+01  1.32500E+01  1.35000E+01
#           1.37500E+01  1.40000E+01  1.42500E+01  1.45000E+01  1.47500E+01
#           1.50000E+01
     unit =    0            # unit is [Gy/source]
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
 material =  all            # (D=all) number of specific material
   output =  dose           # total deposit energy
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
     axis =     z           # axis of output
     file = deposit-y-water-100z.out  # file name of output for the above axis
     part =  all      
# kf/name :  0        
    angel = ylin
   epsout =    1            # (D=0) generate eps file by ANGEL
   mother =  all            # (D=all) number of specific mother
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :         128 (  0)           0 (  0)         128 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   ix  =  1   iy  =  1
#   x = (  -2.5000E-01  -   2.5000E-01  )
#   y = (   9.8500E+00  -   1.0150E+01  )

x: z[cm]
y: Dose [Gy/source]      
p: xlin ylog afac(0.8) form(0.9)
p: ylin
h: n            x            y(all     ),hh0l n 
   1.2500E+00   1.5000E+00   3.2693E-14  0.0227
   1.5000E+00   1.7500E+00   3.2786E-14  0.0228
   1.7500E+00   2.0000E+00   3.2569E-14  0.0229
   2.0000E+00   2.2500E+00   3.1926E-14  0.0232
   2.2500E+00   2.5000E+00   3.1387E-14  0.0231
   2.5000E+00   2.7500E+00   3.2561E-14  0.0227
   2.7500E+00   3.0000E+00   3.0743E-14  0.0234
   3.0000E+00   3.2500E+00   3.0615E-14  0.0233
   3.2500E+00   3.5000E+00   3.1059E-14  0.0233
   3.5000E+00   3.7500E+00   3.0842E-14  0.0232
   3.7500E+00   4.0000E+00   3.2315E-14  0.0229
   4.0000E+00   4.2500E+00   3.1643E-14  0.0234
   4.2500E+00   4.5000E+00   2.9143E-14  0.0241
   4.5000E+00   4.7500E+00   2.6392E-14  0.0248
   4.7500E+00   5.0000E+00   1.3055E-14  0.0353
   5.0000E+00   5.2500E+00   5.9183E-15  0.0502
   5.2500E+00   5.5000E+00   3.7342E-15  0.0598
   5.5000E+00   5.7500E+00   2.8421E-15  0.0641
   5.7500E+00   6.0000E+00   2.5457E-15  0.0644
   6.0000E+00   6.2500E+00   1.8751E-15  0.0754
   6.2500E+00   6.5000E+00   1.7781E-15  0.0775
   6.5000E+00   6.7500E+00   1.8131E-15  0.0752
   6.7500E+00   7.0000E+00   1.7031E-15  0.0750
   7.0000E+00   7.2500E+00   1.5379E-15  0.0764
   7.2500E+00   7.5000E+00   1.2974E-15  0.0821
   7.5000E+00   7.7500E+00   1.3071E-15  0.0918
   7.7500E+00   8.0000E+00   1.0733E-15  0.0825
   8.0000E+00   8.2500E+00   9.9796E-16  0.0909
   8.2500E+00   8.5000E+00   9.0260E-16  0.0986
   8.5000E+00   8.7500E+00   8.6130E-16  0.1091
   8.7500E+00   9.0000E+00   7.2261E-16  0.0992
   9.0000E+00   9.2500E+00   8.6304E-16  0.0923
   9.2500E+00   9.5000E+00   7.9736E-16  0.1026
   9.5000E+00   9.7500E+00   7.4291E-16  0.1161
   9.7500E+00   1.0000E+01   6.7157E-16  0.1080
   1.0000E+01   1.0250E+01   6.1378E-16  0.1055
   1.0250E+01   1.0500E+01   4.9818E-16  0.0999
   1.0500E+01   1.0750E+01   6.1221E-16  0.1169
   1.0750E+01   1.1000E+01   5.4550E-16  0.1048
   1.1000E+01   1.1250E+01   6.1377E-16  0.1145
   1.1250E+01   1.1500E+01   4.6795E-16  0.1118
   1.1500E+01   1.1750E+01   4.5945E-16  0.1161
   1.1750E+01   1.2000E+01   4.6870E-16  0.1230
   1.2000E+01   1.2250E+01   3.8780E-16  0.1298
   1.2250E+01   1.2500E+01   5.7389E-16  0.1244
   1.2500E+01   1.2750E+01   2.5305E-16  0.1152
   1.2750E+01   1.3000E+01   2.8245E-16  0.1358
   1.3000E+01   1.3250E+01   4.0271E-16  0.1573
   1.3250E+01   1.3500E+01   3.0555E-16  0.1369
   1.3500E+01   1.3750E+01   3.2077E-16  0.1460
   1.3750E+01   1.4000E+01   3.5811E-16  0.1432
   1.4000E+01   1.4250E+01   3.5496E-16  0.1402
   1.4250E+01   1.4500E+01   2.7558E-16  0.1533
   1.4500E+01   1.4750E+01   2.1563E-16  0.1729
   1.4750E+01   1.5000E+01   1.6913E-16  0.1503

#   sum over    4.5000E+00   1.0892E-14  0.0040

'no. =  1,  ix =  1,  iy =  1'
msuc: {\huge [t-deposit: icntl=0]}
msdr: {\it plotted by \ANGEL \version}
msdl: {\it calculated by \PHITS  3.35}
wt: s(0.7)
\vspace{-3}
  xmin  &=&  -2.5000E-01 [cm]
  xmax  &=&   2.5000E-01 [cm]
  ymin  &=&   9.8500E+00 [cm]
  ymax  &=&   1.0150E+01 [cm]
e:
 
# Information for Restart Calculation
# This calculation was newly started
# istdev =  2 # 1:Batch variance, 2:History variance
# resc2  = 1.25000000000000000E+08 # Total source weight or Total source weight / maxcas
# resc3  = 1.25000000000000000E+08 # Total history number or Total batch number
# maxcas =     5000000 # History / Batch, only used for istdev=1
# bitrseed = 0001100001010001101100001001111001010011101001011110010011000001 # bit data of rseed
