[ T - C r o s s ]
    title = energy spectrum
     mesh =  xyz            # mesh type is xyz scoring mesh
   x-type =    2            # x-mesh is linear given by xmin, xmax and nx
     xmin = -0.3000000      # minimum value of x-mesh points
     xmax =  0.3000000      # maximum value of x-mesh points
#    xdel =  0.6000000      # mesh width of x-mesh points
       nx =    1            # number of x-mesh points
#    data = ( x(i), i = 1, nx + 1 )
#          -3.00000E-01  3.00000E-01
   y-type =    1            # y-mesh is given by the below data
       ny =      1          # number of y-mesh points
#    data = ( y(i), i = 1, ny + 1 )
           -3.00000E+01 -1.00000E+01
   z-type =    2            # z-mesh is linear given by zmin, zmax and nz
     zmin = -0.3000000      # minimum value of z-mesh points
     zmax =  0.3000000      # maximum value of z-mesh points
#    zdel =  0.6000000      # mesh width of z-mesh points
       nz =    1            # number of z-mesh points
#    data = ( z(i), i = 1, nz + 1 )
#          -3.00000E-01  3.00000E-01
   e-type =    2            # e-mesh is linear given by emin, emax and ne
     emin =   0.000000      # minimum value of e-mesh points
     emax =   7.000000      # maximum value of e-mesh points
#    edel =  0.1000000      # mesh width of e-mesh points
       ne =   70            # number of e-mesh points
#    data = ( e(i), i = 1, ne + 1 )
#           0.00000E+00  1.00000E-01  2.00000E-01  3.00000E-01  4.00000E-01
#           5.00000E-01  6.00000E-01  7.00000E-01  8.00000E-01  9.00000E-01
#           1.00000E+00  1.10000E+00  1.20000E+00  1.30000E+00  1.40000E+00
#           1.50000E+00  1.60000E+00  1.70000E+00  1.80000E+00  1.90000E+00
#           2.00000E+00  2.10000E+00  2.20000E+00  2.30000E+00  2.40000E+00
#           2.50000E+00  2.60000E+00  2.70000E+00  2.80000E+00  2.90000E+00
#           3.00000E+00  3.10000E+00  3.20000E+00  3.30000E+00  3.40000E+00
#           3.50000E+00  3.60000E+00  3.70000E+00  3.80000E+00  3.90000E+00
#           4.00000E+00  4.10000E+00  4.20000E+00  4.30000E+00  4.40000E+00
#           4.50000E+00  4.60000E+00  4.70000E+00  4.80000E+00  4.90000E+00
#           5.00000E+00  5.10000E+00  5.20000E+00  5.30000E+00  5.40000E+00
#           5.50000E+00  5.60000E+00  5.70000E+00  5.80000E+00  5.90000E+00
#           6.00000E+00  6.10000E+00  6.20000E+00  6.30000E+00  6.40000E+00
#           6.50000E+00  6.60000E+00  6.70000E+00  6.80000E+00  6.90000E+00
#           7.00000E+00
     unit =    2            # unit is [1/cm^2/MeV/source]
     axis =  eng            # axis of output
     file = cross_eng-w.out  # file name of output for the above axis
   output = flux            # surface crossing flux
     part =  photon     electron 
# kf/name :  22         11       
    angel = ylin
   epsout =    1            # (D=0) generate eps file by ANGEL
   stdcut = 1.0000000E-02   # (D=-1) threshold value of STD cutoff
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :          81 (  0)           0 (  0)          81 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   iz surf =  1   ix  =  1   iy  =  1
#   zmesh =   -3.0000E-01
#   x = (  -3.0000E-01  -   3.0000E-01  )
#   y = (  -3.0000E+01  -  -1.0000E+01  )

x: Energy [MeV]
y:   Flux  [1/cm^2/MeV/source]             
p: xlin ylog afac(0.8) form(0.9)
p: ylin
h: n            x            y(photon  ),hh0l   n y(electron),hh0dr  n 
#  e-lower      e-upper      photon      r.err    electron    r.err 
   3.8000E+00   3.9000E+00   4.1096E-04  0.0266   1.2446E-07  0.7001
   3.9000E+00   4.0000E+00   4.4960E-04  0.0251   4.1317E-08  0.6656
   4.0000E+00   4.1000E+00   4.2287E-04  0.0159   2.7345E-08  1.0000
   4.1000E+00   4.2000E+00   3.8953E-04  0.0326   1.8746E-07  0.7061
   4.2000E+00   4.3000E+00   3.7924E-04  0.0303   1.6437E-07  1.0000
   4.3000E+00   4.4000E+00   3.2341E-04  0.0241   6.1128E-08  1.0000
   4.4000E+00   4.5000E+00   3.1932E-04  0.0376   0.0000E+00  0.0000
   4.5000E+00   4.6000E+00   2.9701E-04  0.0293   9.4338E-08  0.5455
   4.6000E+00   4.7000E+00   2.9387E-04  0.0377   1.8809E-08  1.0000
   4.7000E+00   4.8000E+00   2.8564E-04  0.0336   8.6721E-08  0.6745
   4.8000E+00   4.9000E+00   2.6732E-04  0.0423   4.0402E-08  1.0000
   4.9000E+00   5.0000E+00   2.5618E-04  0.0317   6.9894E-08  0.7042
   5.0000E+00   5.1000E+00   2.3473E-04  0.0334   2.4596E-07  1.0000
   5.1000E+00   5.2000E+00   2.1692E-04  0.0323   0.0000E+00  0.0000
   5.2000E+00   5.3000E+00   1.7749E-04  0.0359   2.8137E-08  1.0000
   5.3000E+00   5.4000E+00   2.1192E-04  0.0448   0.0000E+00  0.0000
   5.4000E+00   5.5000E+00   1.8893E-04  0.0540   0.0000E+00  0.0000
   5.5000E+00   5.6000E+00   1.6066E-04  0.0486   0.0000E+00  0.0000
   5.6000E+00   5.7000E+00   1.6692E-04  0.0595   4.3503E-08  1.0000
   5.7000E+00   5.8000E+00   1.8469E-04  0.0522   0.0000E+00  0.0000
   5.8000E+00   5.9000E+00   1.3662E-04  0.0455   2.8186E-08  1.0000
   5.9000E+00   6.0000E+00   1.2598E-04  0.0646   0.0000E+00  0.0000
   6.0000E+00   6.1000E+00   1.3477E-04  0.0828   0.0000E+00  0.0000
   6.1000E+00   6.2000E+00   1.2227E-04  0.0469   0.0000E+00  0.0000
   6.2000E+00   6.3000E+00   1.1139E-04  0.0648   0.0000E+00  0.0000
   6.3000E+00   6.4000E+00   9.7879E-05  0.0641   0.0000E+00  0.0000
   6.4000E+00   6.5000E+00   7.1219E-05  0.0734   0.0000E+00  0.0000
   6.5000E+00   6.6000E+00   4.6345E-05  0.1230   0.0000E+00  0.0000
   6.6000E+00   6.7000E+00   5.2427E-05  0.0634   0.0000E+00  0.0000
   6.7000E+00   6.8000E+00   3.6130E-05  0.0752   0.0000E+00  0.0000
   6.8000E+00   6.9000E+00   2.7795E-05  0.1393   0.0000E+00  0.0000
   6.9000E+00   7.0000E+00   1.4226E-05  0.2248   0.0000E+00  0.0000

#   sum over                 7.7322E-03           3.0255E-06

'no. =  1,  iz surf =  1,  ix =  1,  iy =  1'
msuc: {\huge energy spectrum}
msdr: {\it plotted by \ANGEL \version}
msdl: {\it calculated by \PHITS  3.02}
wt: s(0.7)
\vspace{-3}
  z surface crossing
  z     &=&  -3.0000E-01 [cm]
  area  &=&   1.2000E+01 [cm^2]
  xmin  &=&  -3.0000E-01 [cm]
  xmax  &=&   3.0000E-01 [cm]
  ymin  &=&  -3.0000E+01 [cm]
  ymax  &=&  -1.0000E+01 [cm]
e:

#------------------------------------------------------------------------------
 newpage:
#   no. =  2   iz surf =  2   ix  =  1   iy  =  1
#   zmesh =    3.0000E-01
#   x = (  -3.0000E-01  -   3.0000E-01  )
#   y = (  -3.0000E+01  -  -1.0000E+01  )

x: Energy [MeV]
y:   Flux  [1/cm^2/MeV/source]             
p: xlin ylog afac(0.8) form(0.9)
p: ylin
h: n            x            y(photon  ),hh0l   n y(electron),hh0dr  n 
#  e-lower      e-upper      photon      r.err    electron    r.err 
   0.0000E+00   1.0000E-01   4.2671E-04  0.0245   1.0245E-07  0.3367
   1.0000E-01   2.0000E-01   2.8585E-03  0.0124   4.6646E-06  0.0543
   2.0000E-01   3.0000E-01   6.0024E-03  0.0058   3.4196E-06  0.0910
   3.0000E-01   4.0000E-01   6.0671E-03  0.0110   2.2016E-06  0.1026
   4.0000E-01   5.0000E-01   5.1520E-03  0.0062   2.1576E-06  0.1505
   5.0000E-01   6.0000E-01   4.7749E-03  0.0126   1.4337E-06  0.1288
   6.0000E-01   7.0000E-01   4.0164E-03  0.0060   1.2187E-06  0.1882
   7.0000E-01   8.0000E-01   3.4535E-03  0.0093   9.1857E-07  0.1344
   8.0000E-01   9.0000E-01   3.3716E-03  0.0089   8.5715E-07  0.1571
   9.0000E-01   1.0000E+00   2.8170E-03  0.0080   1.0090E-06  0.1638
   1.0000E+00   1.1000E+00   2.5433E-03  0.0107   9.1549E-07  0.2378
   1.1000E+00   1.2000E+00   2.2618E-03  0.0126   7.5159E-07  0.1688
   1.2000E+00   1.3000E+00   2.1508E-03  0.0124   6.5638E-07  0.1826
   1.3000E+00   1.4000E+00   2.0300E-03  0.0142   5.0863E-07  0.0960
   1.4000E+00   1.5000E+00   1.7981E-03  0.0127   7.7576E-07  0.3458
   1.5000E+00   1.6000E+00   1.7042E-03  0.0144   3.5076E-07  0.3667
   1.6000E+00   1.7000E+00   1.5745E-03  0.0076   8.0075E-07  0.4025
   1.7000E+00   1.8000E+00   1.4538E-03  0.0148   3.1355E-07  0.4189
   1.8000E+00   1.9000E+00   1.3855E-03  0.0143   3.3859E-07  0.2072
   1.9000E+00   2.0000E+00   1.2338E-03  0.0128   2.6322E-07  0.3480
   2.0000E+00   2.1000E+00   1.1884E-03  0.0087   3.3557E-07  0.3470
   2.1000E+00   2.2000E+00   1.1259E-03  0.0088   4.5393E-07  0.3383
   2.2000E+00   2.3000E+00   9.8788E-04  0.0154   1.1872E-07  0.4337
   2.3000E+00   2.4000E+00   9.9458E-04  0.0297   1.4714E-07  0.4947
   2.4000E+00   2.5000E+00   9.6199E-04  0.0186   5.1882E-08  0.8057
   2.5000E+00   2.6000E+00   8.6602E-04  0.0211   1.6376E-07  0.3491
   2.6000E+00   2.7000E+00   8.3284E-04  0.0201   2.3900E-07  0.2920
   2.7000E+00   2.8000E+00   7.9498E-04  0.0264   2.5623E-07  0.2507
   2.8000E+00   2.9000E+00   6.5881E-04  0.0232   2.2301E-07  0.3537
   2.9000E+00   3.0000E+00   6.5919E-04  0.0257   2.2271E-07  0.5307
   3.0000E+00   3.1000E+00   6.8026E-04  0.0336   1.1342E-07  0.8561
   3.1000E+00   3.2000E+00   7.1810E-04  0.0160   1.1328E-07  0.3722
   3.2000E+00   3.3000E+00   6.0905E-04  0.0254   1.3453E-07  0.5861
   3.3000E+00   3.4000E+00   5.8977E-04  0.0277   2.7412E-07  0.6027
   3.4000E+00   3.5000E+00   5.2878E-04  0.0245   4.5918E-07  0.3744
   3.5000E+00   3.6000E+00   4.2371E-04  0.0205   1.1644E-07  0.5359
   3.6000E+00   3.7000E+00   4.5669E-04  0.0188   1.5472E-07  0.9107
   3.7000E+00   3.8000E+00   4.4590E-04  0.0329   2.7996E-07  0.3415
   3.8000E+00   3.9000E+00   4.2729E-04  0.0325   0.0000E+00  0.0000
   3.9000E+00   4.0000E+00   4.5193E-04  0.0287   1.3037E-07  0.8119
   4.0000E+00   4.1000E+00   4.4359E-04  0.0282   3.3170E-07  0.7769
   4.1000E+00   4.2000E+00   3.8632E-04  0.0299   1.3710E-07  0.7886
   4.2000E+00   4.3000E+00   3.7524E-04  0.0280   1.1710E-08  1.0000
   4.3000E+00   4.4000E+00   3.3591E-04  0.0356   0.0000E+00  0.0000
   4.4000E+00   4.5000E+00   3.3073E-04  0.0331   1.5178E-07  0.8739
   4.5000E+00   4.6000E+00   3.0571E-04  0.0220   4.7076E-08  0.6619
   4.6000E+00   4.7000E+00   2.9261E-04  0.0316   3.9276E-08  0.6625
   4.7000E+00   4.8000E+00   3.2402E-04  0.0376   4.5400E-08  1.0000
   4.8000E+00   4.9000E+00   2.5834E-04  0.0459   3.7247E-07  0.6908
   4.9000E+00   5.0000E+00   2.5413E-04  0.0366   0.0000E+00  0.0000
   5.0000E+00   5.1000E+00   2.1619E-04  0.0425   0.0000E+00  0.0000
   5.1000E+00   5.2000E+00   2.3124E-04  0.0461   1.1445E-07  0.7659
   5.2000E+00   5.3000E+00   1.9125E-04  0.0377   2.8137E-08  1.0000
   5.3000E+00   5.4000E+00   2.1188E-04  0.0410   4.2360E-08  1.0000
   5.4000E+00   5.5000E+00   1.9414E-04  0.0240   0.0000E+00  0.0000
   5.5000E+00   5.6000E+00   1.7224E-04  0.0420   4.3503E-08  1.0000
   5.6000E+00   5.7000E+00   1.7499E-04  0.0617   0.0000E+00  0.0000
   5.7000E+00   5.8000E+00   1.6312E-04  0.0296   0.0000E+00  0.0000
   5.8000E+00   5.9000E+00   1.2063E-04  0.0370   1.2604E-07  1.0000
   5.9000E+00   6.0000E+00   1.3440E-04  0.0342   0.0000E+00  0.0000
   6.0000E+00   6.1000E+00   1.1823E-04  0.0786   0.0000E+00  0.0000
   6.1000E+00   6.2000E+00   1.3344E-04  0.0291   0.0000E+00  0.0000
   6.2000E+00   6.3000E+00   1.2124E-04  0.0442   0.0000E+00  0.0000
   6.3000E+00   6.4000E+00   8.6801E-05  0.0773   0.0000E+00  0.0000
   6.4000E+00   6.5000E+00   7.5379E-05  0.0727   0.0000E+00  0.0000
   6.5000E+00   6.6000E+00   4.5344E-05  0.0497   0.0000E+00  0.0000
   6.6000E+00   6.7000E+00   5.1827E-05  0.0597   0.0000E+00  0.0000
   6.7000E+00   6.8000E+00   4.0472E-05  0.0973   0.0000E+00  0.0000
   6.8000E+00   6.9000E+00   2.4351E-05  0.1363   0.0000E+00  0.0000
   6.9000E+00   7.0000E+00   1.6626E-05  0.1250   0.0000E+00  0.0000

#   sum over                 7.7308E-03           2.9137E-06

'no. =  2,  iz surf =  2,  ix =  1,  iy =  1'
msuc: {\huge energy spectrum}
msdr: {\it plotted by \ANGEL \version}
msdl: {\it calculated by \PHITS  3.02}
wt: s(0.7)
\vspace{-3}
  z surface crossing
  z     &=&   3.0000E-01 [cm]
  area  &=&   1.2000E+01 [cm^2]
  xmin  &=&  -3.0000E-01 [cm]
  xmax  &=&   3.0000E-01 [cm]
  ymin  &=&  -3.0000E+01 [cm]
  ymax  &=&  -1.0000E+01 [cm]
e:
 
# Information for Restart Calculation
# This calculation was newly started
# istdev =  1 # 1:Batch variance, 2:History variance
# resc2  = 6.61396069836233664E+01 # Total source weight or Total source weight / maxcas
# resc3  = 9.00000000000000000E+00 # Total history number or Total batch number
# maxcas =     5000000 # History / Batch, only used for istdev=1
# rijklst= 180793790403481.0 # Next initial random number
